graphcode,Graph Title,Y axis label,X axis label,X axis order,Variable,Value,Source
43,Online Pet Products Sales In The United States,sales in billions of dollars,Year,ordered,2012,1.32,https://www.statista.com/statistics/297267/us-pet-products-online-sales/
43,Online Pet Products Sales In The United States,sales in billions of dollars,Year,ordered,2013,1.48,https://www.statista.com/statistics/297267/us-pet-products-online-sales/
43,Online Pet Products Sales In The United States,sales in billions of dollars,Year,ordered,2014,1.66,https://www.statista.com/statistics/297267/us-pet-products-online-sales/
43,Online Pet Products Sales In The United States,sales in billions of dollars,Year,ordered,2015,1.86,https://www.statista.com/statistics/297267/us-pet-products-online-sales/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2009,173.5,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2010,304.7,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2011,494.5,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2012,725.3,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2013,1018.7,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2014,1301.7,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2015,1437.2,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
44,Global Smartphone Shipments,shipments in million units,Year,ordered,2016,1470.6,https://www.statista.com/statistics/271491/worldwide-shipments-of-smartphones-since-2009/
45,Best-Paid Actors Worldwide In 2017,annual income in million U.S. dollars,actor,none,Mark Wahlberg,68,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2018,annual income in million U.S. dollars,actor,none,Dwayne Johnson,65,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2019,annual income in million U.S. dollars,actor,none,Vin Diesel,54.5,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2020,annual income in million U.S. dollars,actor,none,Adam Sandler,50.5,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2021,annual income in million U.S. dollars,actor,none,Jackie Chan,49,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2022,annual income in million U.S. dollars,actor,none,Robert Downey Jr.,48,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2023,annual income in million U.S. dollars,actor,none,Tom Cruise,43,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2024,annual income in million U.S. dollars,actor,none,Shah Rukh Khan,38,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2025,annual income in million U.S. dollars,actor,none,Salman Khan,37,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2026,annual income in million U.S. dollars,actor,none,Akshay Kumar,35.5,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2027,annual income in million U.S. dollars,actor,none,Chris Hemsworth,31.5,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2028,annual income in million U.S. dollars,actor,none,Tom Hanks,31,https://www.statista.com/statistics/451516/best-paid-actors/
45,Best-Paid Actors Worldwide In 2029,annual income in million U.S. dollars,actor,none,Samuel L. Jackson,30.5,https://www.statista.com/statistics/451516/best-paid-actors/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2006,258,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2007,1297,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2008,2536,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2009,8981,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2010,22385,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2011,36344,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2012,45546,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2013,53069,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2014,64788,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2015,74562,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
46,Number Of 3D Cinema Screens Worldwide,number of screens,Year,ordered,2016,87176,https://www.statista.com/statistics/271863/number-of-3d-cinema-screens-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2010,17.3,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2011,8.3,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2012,9.2,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2013,10.7,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2014,13.7,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2015,35.9,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
47,Net Profit Of Airlines Worldwide,billion U.S. dollars,Year,ordered,2016,34.8,https://www.statista.com/statistics/268330/profit-of-airlines-worldwide/
48,Which Type Of Yoga Do You Do?,percentage of respondents,type of yoga,none,Acro Yoga,24,https://www.statista.com/statistics/639286/popular-types-of-yoga-in-us/
48,Which Type Of Yoga Do You Do?,percentage of respondents,type of yoga,none,Wellness Yoga,24,https://www.statista.com/statistics/639286/popular-types-of-yoga-in-us/
48,Which Type Of Yoga Do You Do?,percentage of respondents,type of yoga,none,Power Yoga,17,https://www.statista.com/statistics/639286/popular-types-of-yoga-in-us/
48,Which Type Of Yoga Do You Do?,percentage of respondents,type of yoga,none,Anusara Yoga,14,https://www.statista.com/statistics/639286/popular-types-of-yoga-in-us/
48,Which Type Of Yoga Do You Do?,percentage of respondents,type of yoga,none,Bikram Yoga,10,https://www.statista.com/statistics/639286/popular-types-of-yoga-in-us/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Budweiser,14727,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Bud Light,13198,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Heineken,10549,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Stella Artois,9546,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Skol,6743,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Corona,6626,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Guinness,4586,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Coors Light,3610,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Aguila,3270,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
49,Brand Value Of Beer Brands Worldwide,value in million US dollars,Beer brand,none,Brahma,3269,https://www.statista.com/statistics/267937/brand-value-of-the-leading-10-beer-brands-worldwide/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Spearmint,72.23,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Peppermint,70.79,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Wintergreen,53.74,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Fruit flavors,42.7,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Cinnamon,30.84,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Bubble gum,22.74,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
50,Which Flavors Of Bubble Gum Does The US Population Chew Most Often?,number of consumers in millions,Flavor,none,Other,11.09,https://www.statista.com/statistics/276032/us-households-most-chewed-flavors-of-chewing-gum--bubble-gum-2013/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2000,625,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2001,613,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2002,720,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2003,594,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2004,585,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2005,572,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2006,575,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2007,697,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2008,660,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2009,697,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2010,703,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2011,674,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
51,Total Paid Attendance At NCAA College Basketball Tournament Games,paid attendance in thousands,Year,ordered,2012,780,https://www.statista.com/statistics/219650/ncaa-basketball-tournament-games-total-attendance/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"Reina Sofia, Madrid",3.65,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"State Hermitage Museum, St Petersburg",4.12,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"National Gallery of Art, Washington",4.26,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"National Palace Museum, Taipei",4.67,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"Tate Modern, London",5.84,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"Vatican Museums, Vatican City",6.07,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"National Gallery, London",6.26,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"British Museum, London",6.42,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"Metropolitan Museum of Art, New York",7.01,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
52,Most Visited Art Museums Worldwide In 2016,attendance in millions,museum,none,"Louvre, Paris",7.4,https://www.statista.com/statistics/246293/art-museums-by-total-attendance-worldwide/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2012,9.72,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2013,9.3,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2014,9.26,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2011,8.88,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2015,8.6,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2008,8.5,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2009,8.5,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2010,8.5,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2007,8.3,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
53,Number Of Visitors To The Louvre In Paris,number of visitors in millions,Year,ordered,2016,7.3,https://www.statista.com/statistics/247419/Yearly-visitors-to-the-louvre-in-paris/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,47,6,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,46,3,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,45,8,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,44,7,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,43,11,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,42,19,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,41,10,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,40,14,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,39,11,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,38,12,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,37,5,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,36,19,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
54,Number Of Atomic Reactors In Operation Worldwide In 2016 By Age,number of reactors,age,ordered,35,21,https://www.statista.com/statistics/272133/number-of-atomic-reactors-in-operation-worldwide-by-age/
55,Growth Rate Of Organic Farmland,percentage growth rate,Year,ordered,2007,2.3,https://www.statista.com/statistics/669414/organic-farmland-growth-north-america/
55,Growth Rate Of Organic Farmland,percentage growth rate,Year,ordered,2009,2.7,https://www.statista.com/statistics/669414/organic-farmland-growth-north-america/
55,Growth Rate Of Organic Farmland,percentage growth rate,Year,ordered,2011,3.2,https://www.statista.com/statistics/669414/organic-farmland-growth-north-america/
55,Growth Rate Of Organic Farmland,percentage growth rate,Year,ordered,2013,3.3,https://www.statista.com/statistics/669414/organic-farmland-growth-north-america/
55,Growth Rate Of Organic Farmland,percentage growth rate,Year,ordered,2015,3.1,https://www.statista.com/statistics/669414/organic-farmland-growth-north-america/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1908,24,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1912,17,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1920,25,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1924,20,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1928,17,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1932,18,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1936,24,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1948,20,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
56,Number Of Sports At The Summer Olympic Games,number of sports played,Year,ordered,1952,19,https://www.statista.com/statistics/280419/summer-olympics-number-of-sports-played/
57,Opinion On Whether The Olympics In Rio Will Be a Success Or Not,percentage of respondents,success scale,none,Very Successful,11,https://www.statista.com/statistics/578946/success-of-the-2016-olympics-in-rio/
57,Opinion On Whether The Olympics In Rio Will Be a Success Or Not,percentage of respondents,success scale,none,Somewhat Successful,30,https://www.statista.com/statistics/578946/success-of-the-2016-olympics-in-rio/
57,Opinion On Whether The Olympics In Rio Will Be a Success Or Not,percentage of respondents,success scale,none,Somewhat Unsuccessful,27,https://www.statista.com/statistics/578946/success-of-the-2016-olympics-in-rio/
57,Opinion On Whether The Olympics In Rio Will Be a Success Or Not,percentage of respondents,success scale,none,Very Unsuccessful,13,https://www.statista.com/statistics/578946/success-of-the-2016-olympics-in-rio/
57,Opinion On Whether The Olympics In Rio Will Be a Success Or Not,percentage of respondents,success scale,none,Not Sure,19,https://www.statista.com/statistics/578946/success-of-the-2016-olympics-in-rio/
58,Number Of Pets In The United States,number of pets in millions,pet,none,Bird,20.3,https://www.statista.com/statistics/198095/pets-in-the-united-states-by-type-in-2008/
58,Number Of Pets In The United States,number of pets in millions,pet,none,Saltwater fish,18.8,https://www.statista.com/statistics/198095/pets-in-the-united-states-by-type-in-2008/
58,Number Of Pets In The United States,number of pets in millions,pet,none,Small animal,14,https://www.statista.com/statistics/198095/pets-in-the-united-states-by-type-in-2008/
58,Number Of Pets In The United States,number of pets in millions,pet,none,Reptile,9.4,https://www.statista.com/statistics/198095/pets-in-the-united-states-by-type-in-2008/
58,Number Of Pets In The United States,number of pets in millions,pet,none,Horse,7.6,https://www.statista.com/statistics/198095/pets-in-the-united-states-by-type-in-2008/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Subway,26744,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,McDonald's,14155,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Starbucks,13172,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Dunkin' Donuts,8828,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Pizza Hut,7689,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Burger King,7161,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Wendy's,6537,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Taco Bell,6278,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Domino's Pizza,5371,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Dairy Queen,4517,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,Little Caesars,4323,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
59,Leading Quick Service Restaurant Chains In The United States,number of units,quick service restaurant,none,KFC,4167,https://www.statista.com/statistics/242883/quick-service-restaurant-chains-by-number-of-restaurants/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2016,15581,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2015,15630,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2014,15553,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2013,15195,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2012,15489,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2011,15678,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2010,15243,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2009,14857,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2008,14482,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2007,14411,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2006,14424,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
60,"Number Of Families With A Single Mother In The U.S",number of families in thousands,Year,ordered,2005,14095,https://www.statista.com/statistics/205000/number-of-families-with-a-single-mother-in-the-us/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Kentucky,25.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,West Virginia,25.7,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Arkansas,24.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Mississippi,22.5,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Missouri,22.3,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Oklahoma,22.2,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Louisiana,21.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Tennessee,21.9,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
61,Smoking Rates Among Adults In 2015 By U.S. States,percentage of adults who smoke,State,none,Ohio,21.6,https://www.statista.com/statistics/261595/us-states-with-highest-smoking-rates-among-adults/
