participantID,field,subject_condition,group,duration,duration_min,check,dem_age,dem_gender,dem_language,dem_language_other,dem_ed,dem_school,dem_program,dem_year,dem_stat_formal,training_formal,dem_stat_informal,training_informal,dem_stat_workshop,training_workshop,dem_stat_other,training_other,dem_stat_none
s51116,Quantitative,no warning,B,5066,84.43333333333334,NA,27,male,1,NA,7,UC Berkeley,5th year PhD in Psychology,5,1,3 semesters of statistics and statistical programming courses,0,NA,1,"Workshop on data and statistical analysis in python, with emphasis on visualization.",0,Regularly visualize data in research,0
s51117,Quantitative,warning,A,13549,225.81666666666666,right,25,female,2,turkish,8,Washington University,2nd year Phd Syudent in Economics,2,1,2 semester statistics course in undergrad 2 semester econometrics course in undergrad 2 semester data analysis course in master one semester big data course in master 2 semester econometrics course in phd,0,NA,0,NA,0,NA,0
s51118,Quantitative,no warning,B,2288,38.13333333333333,NA,27,male,2,japanese,8,Washington University,1st year PhD student in Economist,1,1,4 half year courses for grad students,0,NA,1,a week workshops run by the university,1,NA,0
s51119,Quantitative,warning,A,912,15.2,right,24,male,2,chinese,6,Upenn,5th year PhD in Economics,5,0,NA,1,Have used R for my research,0,NA,0,NA,0
s51120,Quantitative,no warning,B,1231,20.516666666666666,NA,24,female,1,NA,7,UC Berkeley,1st year phd in psychology,1,1,1 class in undergraduate statistics,0,NA,0,NA,0,NA,0
s51121,Quantitative,warning,A,3005,50.083333333333336,right,26,female,1,NA,8,UNC,3rd Year PhD student in Clinical Psychology,3,1,5 semesters of statistics in graduate school + one summer week intensive course CBA analytics,0,NA,1,NA,0,NA,0
s51122,Quantitative,warning,A,1806,30.1,right,26,female,1,NA,7,Upenn,3rd year PhD student in Psychology,3,1,"1 semester of basic stats (regression and ANOVA), 1 semester of nonparametric methods, 1 semester of basic machine learning (in R) in grad school",1,"Partial completion of Coursera courses focused on Python, statistics, and data visualization (~5-10 hours)",1,1 day workshop on using Python to visualize neuroimaging data,0,Learning R independently to perform analyses for graduate school research,0
s51123,Quantitative,warning,A,590,9.833333333333334,right,28,male,2,spanish,8,Stanford,PhD in Economics,NA,1,4+ semesters in econometrics,0,NA,0,NA,0,NA,0
s51124,Quantitative,no warning,A,1186,19.766666666666666,NA,34,male,2,spanish,8,Stanford,5th year PhD Economics,5,1,3 quarters of econometrics,0,NA,0,NA,0,NA,0
s51125,Quantitative,warning,B,1590,26.5,right,28,male,2,spanish,8,Stanford,5th year PhD student in Economics,5,1,1 year of Econometrics in grad school,1,Worked with Stata and Matlab,1,NA,1,NA,0
s51126,Quantitative,no warning,A,1938,32.3,NA,25,male,1,NA,7,Duke University,2nd year economics PhD,2,1,"Statistics/Econometrics in undergrad, graduate level econometric/applied economics courses",0,NA,1,None,1,"Worked as an RA where I often used statistics and data visualization to present work, personal research where I used these tools",0
s51127,Quantitative,warning,B,1402,23.366666666666667,right,31,female,1,NA,7,Stanford,6th year PhD student in Psychology,6,1,2 semesters of statistics in graduate school,1,"lots of stack overflow, worked through some R courses at the beginning of graduate school",1,I've taught several workshops on R,0,I've TA'ed 3 courses in statistics,0
s51128,Quantitative,no warning,B,856,14.266666666666667,NA,27,male,1,NA,8,Harvard,5th year PhD student in statistics,5,1,master's and PhD in statistics,1,"Have worked through many informal tutorials on R, visualization, etc.",1,Have attended many workshops on statistical programming and methodology (not as much visualization),1,I create data visuals all the time for work,0
s51129,Quantitative,warning,A,1199,19.983333333333334,right,29,male,2,korean,7,Stanford,Econ PhD 6th year,NA,1,NA,0,NA,0,NA,0,NA,0
s51130,Quantitative,no warning,B,1710,28.5,NA,24,female,1,NA,7,Stanford,3rd year PhD student in psychology,3,1,1 semester of statistics in grad school,0,NA,0,NA,0,NA,0
s51131,Quantitative,no warning,A,1146,19.1,NA,25,female,1,NA,7,Duke University,3rd year PhD student in Statistics,3,1,4 semesters of statistics in graduate school,1,worked with R for a year after college,1,have attended conference workshops on data analysis,1,playing around on my own,0
s51132,Quantitative,warning,A,1104,18.4,right,41,male,1,NA,8,Duke University,5th year PhD student in Statistics,5,1,"Many years in classical & Bayesian statistics and predictive modeling, TA for PhD regression course",1,None,1,None,1,Hands on usage of R & Python for data analysis and visualizations using ggplot & matplotlib,0
s51133,Quantitative,no warning,B,1532,25.533333333333335,NA,22,male,2,chinese,8,UNC,1st year master of science in statistics,1,1,NA,0,NA,0,NA,0,NA,0
s51134,Quantitative,no warning,A,755,12.583333333333334,NA,27,female,2,japanese,8,Stanford,3rd year Phd in Economics,3,1,2 semesters of statistics and 2 semester of econometrics in graduate school,1,None,0,NA,1,NA,0
s51135,Quantitative,warning,B,1948,32.46666666666667,right,33,male,2,hebrew,8,Stanford,4th year PhD student in psychology,4,1,"3 semester f statistics and research methods as an undergrad, 3 quarters of advanced statistics at grad school",1,summer Workshops on advanced statistics,0,NA,0,NA,0
s51136,Quantitative,warning,B,2025,33.75,right,27,female,1,NA,7,Harvard,4th year PhD student in statistics,4,1,undergraduate degree and master's degree in statistics,1,online data science training,1,2 day workshop on data visualization,1,reading data visualization blogs,0
s51137,Quantitative,no warning,A,789,13.15,NA,25,female,2,mandarin,8,Duke University,2nd year Ph.D. student in Economics,2,1,1 semester of statistics in graduate school,1,Worked with R and Stata,0,NA,0,NA,0
s51138,Quantitative,warning,A,2400,40,right,25,female,2,chinese,8,Duke University,1st year PhD student in Economics,1,0,NA,1,Stata practice,0,NA,1,NA,0
s51139,Quantitative,warning,B,1103,18.383333333333333,right,21,male,1,NA,6,Duke University,1st year PhD in Economics,1,1,Undergraduate major in Statistics (several courses in methods & visualization),0,NA,1,Modules in mapping software,0,N/A,0
s51140,Quantitative,no warning,A,1162,19.366666666666667,NA,25,male,1,NA,6,Duke University,1st year PhD student in Stats,1,1,A few semesters of statistics in college + current semester of statistics in graduate school,0,NA,0,NA,0,NA,0
s51141,Quantitative,warning,A,1217,20.283333333333335,right,28,female,1,NA,8,Washington University,5th-year PhD student in psychology,5,1,2 semesters of statistics in graduate school and 1 semester on applied longitudinal data analysis,1,"As a researcher, there is a lot of informal experience that I have gotten from myself and from others in interpreting and generating statistical analyses and visualizations. Also, I've gotten additional practice from TAing for undergrad Stats and from being the instructor of record for the undergraduate Research Methods course.",1,I have both taught and participated in numerous R for Statistics workshops here in our department. These often focused on data visualization.,0,NA,0
s51142,Quantitative,warning,A,3167,52.78333333333333,right,28,male,2,greek,8,Washington University,1st year PhD in Economics,1,1,3 semesters of Statistics in Grad school,0,NA,0,NA,1,NA,0
s51143,Quantitative,warning,B,1266,21.1,right,22,female,2,chinese,6,Stanford,1st yr phd student in economics,1,1,4 semesters of statistics/econometrics in undergrad school+1 semester of econometrics in grad school.,0,NA,0,NA,0,NA,0
s51144,Quantitative,no warning,B,854,14.233333333333333,NA,26,female,1,NA,8,Washington University,First year Postdoc in Psychology,NA,1,Six semesters of statistics in graduate school + one quarter of statistics as a post-doc,0,NA,1,"I took a 4 hour workshop on dyadic data analysis at a conference in R and SPSS.
I took a 4 hour workshop on longitudinal dyadic data analysis at a conference in R and SPSS.
I took a 3 hour workshop on meta-analyses at a conference; can't remember what the software was.",0,N/A,0
s51145,Quantitative,warning,A,841,14.016666666666667,right,24,male,2,chinese,6,Stanford,1st phd in economics,1,1,courses in both graduate school and undergraduate,1,research assistant 2 years,0,NA,1,NA,0
s51146,Quantitative,no warning,B,961,16.016666666666666,NA,24,male,2,spanish,8,Stanford,1st year PhD student in Economics,1,1,Many courses of statistics at undergrad and grad level. Standard Econometrics training.,0,NA,0,NA,0,NA,0
s51147,Quantitative,no warning,B,1051,17.516666666666666,NA,23,male,1,NA,7,Stanford,2nd year PhD student in Economics,2,1,Undergraduate and graduate year-long econometrics sequences,1,Messing with graphics features of R and Stata,0,NA,0,NA,0
s51148,Quantitative,no warning,B,59993,999.8833333333333,NA,23,female,1,NA,7,Washington University,2nd year PhD student in Psychology,2,1,2 semesters of statistics in graduate school,0,NA,1,"a few graduate student workshops on making graphs using R, addressing best practices in a Research Methods course.",0,None,0
s51149,Quantitative,no warning,A,1805,30.083333333333332,NA,26,male,2,japanese,8,Duke University,2nd year econ phd,2,1,first year econometrics,0,NA,1,NA,1,NA,0
s51150,Quantitative,warning,A,1139,18.983333333333334,right,27,male,1,NA,7,Duke University,3rd year PhD student in Economics,3,1,4 semesters of econometrics and time series in graduate school + 3 semesters of probability and statistics in undergrad,0,NA,0,NA,0,NA,0
s51151,Quantitative,warning,B,2791,46.516666666666666,right,31,male,1,NA,7,Stanford,7th year PhD student in Economics,7,1,1 quarter of Advanced Econometrics,0,NA,0,NA,0,NA,0
s51152,Quantitative,no warning,A,626,10.433333333333334,NA,22,male,1,NA,7,Harvard,1st year PhD student in Statistics,1,1,"Undergrad major in statistics, &lt;1 semester in graduate school",1,Online tutorials,1,Teaching R to new users,1,"Online tutorials, personal projects",0
s51153,Quantitative,no warning,B,1350,22.5,NA,34,male,2,mandarin,8,Washington University,4th year PhD student in Psychology,4,1,3 semesters of statistics in graduate school+ 2 other related courses,1,worked through most of R for Data Science online exercises (~ 20 hours),1,data visualization workshop (~8 hours),1,learn by practice,0
s51154,Quantitative,warning,B,1174,19.566666666666666,right,23,male,1,NA,7,Duke University,2nd year PhD student in Statistics,2,1,"Undergraduate major (including many grad classes), undergrad research, I am getting my PhD in it, one summertime of managing a data project, othewise many many many courses.",1,Learned R via some curricula given by Mine (professor at Duke),1,I took a 6hour RCR forum which mentioned some of this,1,reddit /r/dataisbeautiful and reading blog posts about good visualization,0
s51155,Quantitative,warning,A,866,14.433333333333334,right,24,male,1,NA,6,Stanford,2nd year PhD student in Economics,2,1,3 semesters of statistics-related class in graduate school,0,NA,0,NA,0,NA,0
s51156,Quantitative,no warning,A,1048,17.466666666666665,NA,35,female,2,korean,8,Washington University,6th year PhD in psychology,6,1,2 semesters of statistics in graduate school,0,NA,0,NA,0,NA,0
s51157,Quantitative,warning,B,1951,32.516666666666666,right,27,male,2,mandarin,8,John Hopkins,1st year PhD Psychological and Brain Sciences,1,1,1 semester of probability & statistics in undergrad + 1 semester of statistics in grad school,1,"Coursera Python Data Science (taught by professors from U. Michigan)
5 modules, 20 weeks in total.",0,NA,0,NA,0
s51158,Quantitative,warning,B,1160,19.333333333333332,wrong,31,female,2,korean,8,Washington University,PhD econ,NA,0,NA,0,NA,0,NA,0,NA,1
s51159,Quantitative,no warning,A,2499,41.65,NA,25,female,2,italian,8,Duke University,2nd year Econ PhD,2,0,NA,1,Worked a bit in R,1,Workshop in ethics and data visualization,0,Statistics class in college,0
s51160,Quantitative,warning,B,376254,6270.9,right,24,male,1,NA,7,UC Berkeley,3rd year PhD student in statistics,3,1,I'm a PhD student in statistics ...,1,NA,1,NA,1,NA,0
s51161,Quantitative,warning,A,1468,24.466666666666665,right,25,male,2,chinese,7,Upenn,4th year PhD student in statistics,4,1,Grad student in statistics,0,NA,1,Took a workshop on data visualization,1,PhD research,0
s51162,Quantitative,no warning,A,830,13.833333333333334,NA,25,female,NA,NA,7,Stanford,NA,NA,1,2 semesters of statistics,0,NA,0,NA,0,NA,0
s51163,Quantitative,warning,B,420646,7010.766666666666,right,31,male,1,NA,8,Harvard,NA,NA,1,4+ Semesters in Statistics,1,Online course on data visualization,1,Data visualization at conferences,1,Discussions with friends on data visualization,0
s51164,Quantitative,warning,A,1103,18.383333333333333,right,28,male,1,NA,7,Stanford,5th year PhD in Psychology,5,1,2 semesters of statistics in graduate school,0,NA,1,Several workshops on R,1,I run statistical models in my research,0
s51165,Quantitative,no warning,A,520207,8670.116666666667,NA,35,male,2,japanese,8,Stanford,2nd Year Ph.D. student in economics,2,1,2 years of econometrics coursework,1,"DataCamp courses, hands-on research experience using R",0,NA,0,NA,0
s51166,Humanities,no warning,B,885,14.75,NA,29,female,2,french,8,John Hopkins,5th year PhD student in History,5,0,NA,0,NA,0,NA,0,NA,1
s51167,Humanities,warning,A,799,13.316666666666666,right,25,female,1,NA,7,John Hopkins,1st year PhD student in English,1,0,NA,0,NA,0,NA,0,NA,1
s51168,Humanities,no warning,A,1132,18.866666666666667,NA,24,female,1,NA,7,Duke,2nd year PhD student in English,2,0,NA,0,NA,0,NA,0,NA,1
s51169,Humanities,warning,B,708,11.8,right,30,male,1,NA,8,Duke,4th year PhD student in English,4,0,NA,0,NA,0,NA,0,NA,1
s51170,Humanities,no warning,A,758,12.633333333333333,NA,38,male,1,NA,8,Duke,4th year PhD in English.,4,0,NA,0,NA,0,NA,0,NA,1
s51171,Humanities,warning,A,1243,20.716666666666665,right,29,non-binary,1,NA,7,UC Berkeley,fourth year PhD in English Literature,NA,0,NA,0,NA,0,NA,0,NA,1
s51172,Humanities,no warning,B,1411,23.516666666666666,NA,31,male,1,NA,8,UC Berkeley,6th year PhD student in history,6,0,NA,0,NA,0,NA,0,NA,1
s51173,Humanities,warning,B,957,15.95,right,26,male,1,NA,8,Brown University,3rd year PhD in Humanities,3,0,NA,0,NA,0,NA,0,NA,1
s51174,Humanities,no warning,B,1664,27.733333333333334,NA,NA,female,1,NA,7,John Hopkins,6th year PhD student in English,6,0,NA,0,NA,0,NA,0,NA,1
s51175,Humanities,no warning,A,1284,21.4,NA,33,male,1,NA,8,CMU,7th year PhD candidate in English,7,0,NA,1,NA,1,NA,0,NA,0
s51176,Humanities,warning,B,728,12.133333333333333,right,28,male,1,NA,8,Brown University,"3rd Year PhD Student in English, MPhil in Screen Media and Cultures",3,0,NA,0,NA,0,NA,0,NA,1
s51177,Humanities,no warning,A,1912,31.866666666666667,NA,28,male,1,NA,8,Upenn,6th year PhD student in English,6,0,NA,0,NA,0,NA,0,NA,1
s51178,Humanities,warning,B,1514,25.233333333333334,right,27,female,2,russian/ukrainian but native english proficiency,8,CMU,4th year PhD in Rhetoric,4,0,NA,0,NA,0,NA,0,NA,1
s51179,Humanities,no warning,A,1422,23.7,NA,26,male,1,NA,7,UC Berkeley,5th year PhD candidate in English Literature,5,0,NA,0,NA,0,NA,0,NA,1
s51180,Humanities,no warning,A,2806,46.766666666666666,NA,27,female,1,NA,8,Upenn,6th year Ph.D. candidate  in History,6,0,NA,0,NA,0,NA,0,NA,1
s51181,Humanities,warning,A,943,15.716666666666667,right,29,male,1,NA,8,Upenn,4th Year PhD student in English,4,0,NA,0,NA,0,NA,0,NA,1
s51182,Humanities,no warning,B,1140,19,NA,33,female,1,NA,8,Duke,PhD candidate History,NA,0,NA,0,NA,0,NA,0,NA,1
s51183,Humanities,no warning,A,708,11.8,NA,29,female,1,NA,7,UC Berkeley,3rd year PhD student in History,3,0,NA,0,NA,1,Week-long course on computer science for social science majors,1,SAT tutoring.,0
s51184,Humanities,no warning,A,608,10.133333333333333,NA,28,female,1,NA,8,UC Berkeley,NA,NA,0,NA,0,NA,0,NA,0,NA,1
s51185,Humanities,warning,B,1751,29.183333333333334,right,24,male,1,NA,7,John Hopkins,2nd year PhD in English,2,0,NA,0,NA,0,NA,0,NA,1
s51186,Humanities,warning,B,793,13.216666666666667,right,25,male,1,NA,8,Duke,2nd Year PhD Student in English,2,1,I took a statistics course as an undergraduate exactly 5 years ago,0,NA,0,NA,0,NA,0
s51187,Humanities,no warning,B,930,15.5,NA,29,female,1,NA,8,CMU,5th year PhD candidate in English.,5,0,NA,1,Training to teach non-english majors how to present technical information to a non-technical audience.,1,Training to teach non-english majors how to present technical information to a non-technical audience.,1,See above.,0
s51188,Humanities,warning,A,798,13.3,right,28,female,2,mandarin,8,UC Berkeley,6th year PhD student in History,6,0,NA,0,NA,0,NA,0,NA,1
s51189,Humanities,no warning,B,933,15.55,NA,26,male,1,NA,7,Duke,3rd year PhD student in English,3,0,NA,0,NA,0,NA,0,NA,1
s51190,Humanities,no warning,A,979,16.316666666666666,NA,29,female,1,NA,7,Duke,2nd year PhD student in English,2,0,NA,0,NA,0,NA,0,NA,1
s51191,Humanities,no warning,B,997,16.616666666666667,NA,28,male,1,NA,8,Upenn,1st year PhD student in English,1,0,NA,0,NA,0,NA,0,NA,1
s51192,Humanities,warning,B,9525,158.75,right,30,male,2,chinese,8,CMU,5th Year PhD in History,5,1,1 workshop on digital humanities,0,NA,0,NA,0,NA,0
s51193,Humanities,no warning,B,840,14,NA,27,male,1,NA,8,Upenn,5th year PhD student in English,5,0,NA,0,NA,0,NA,0,NA,1
s51194,Humanities,warning,A,1142,19.033333333333335,right,30,female,1,NA,8,Duke,4th year PhD student English,4,0,NA,0,NA,0,NA,0,NA,1
s51195,Humanities,no warning,B,6508,108.46666666666667,NA,30,male,2,turkish,8,UC Berkeley,PhD in History,NA,0,NA,0,NA,0,NA,0,NA,1
s51196,Humanities,warning,A,1003,16.716666666666665,right,32,male,1,NA,8,Brown University,4 yr PhD History,4,0,NA,1,"working with spatial software, basic python statistical packages",1,GIS and python workshops,1,self-taught in some areas of statistics and GIS,0
s51197,Humanities,no warning,B,1344,22.4,NA,29,female,1,NA,7,Duke,5th year PhD student in History,5,0,NA,1,Started the R in Data Science course (~3 hours),1,"Attended the one-day Edward Tufte course (and have all the books)
Have attended several data visualization workshops offered by the library",1,3 years working as a graphic designer in educational assessment (assisted lead designer with developing visuals for student test performance data for student reports and summary reports sent to schools),0
s51198,Humanities,no warning,A,824,13.733333333333333,NA,26,male,1,NA,7,UC Berkeley,2nd year PhD student in English Literature,2,0,NA,0,NA,0,NA,0,NA,1
s51199,Humanities,warning,A,70522,1175.3666666666666,wrong,25,female,1,NA,8,Duke,1st year PhD student in History,1,0,NA,0,NA,0,NA,0,NA,1
s51200,Humanities,no warning,A,730,12.166666666666666,NA,30,male,2,chinese,8,U. Wash St. Louis,6TH YEAR PhD STUDENT IN HISTORY,6,1,1 SEMESTER OF DIGITAL HUMANITIES,0,NA,0,NA,0,NA,0
s51201,Humanities,no warning,B,749,12.483333333333333,NA,36,male,1,NA,8,UNC,PhD in humanities,NA,0,NA,0,NA,0,NA,0,NA,1
s51202,Humanities,warning,B,1029,17.15,right,28,female,1,NA,7,UNC,1st year PhD student in history,1,0,NA,0,NA,0,NA,0,NA,1
s51203,Humanities,warning,B,1378,22.966666666666665,right,25,female,1,NA,7,UNC,1st year PhD student in History,1,1,2 semesters of statistics in undergraduate,0,NA,0,NA,0,NA,0
s51204,Humanities,no warning,A,915,15.25,NA,31,male,2,turkish,8,Harvard,PhD Candidate in History,NA,1,NA,1,I worked with GIS Digital Humanities,0,NA,1,NA,0
s51205,Humanities,no warning,B,761,12.683333333333334,NA,29,male,1,NA,8,UNC,6th year PhD student in English,6,0,NA,0,NA,0,NA,0,NA,1
s51206,Humanities,no warning,A,1440,24,NA,28,female,1,NA,8,UNC,"Linguistics MA, 5th year of PhD in English",NA,0,NA,0,NA,0,NA,0,NA,1
s51207,Humanities,warning,B,2427,40.45,right,30,female,1,NA,8,UNC,PhD candidate in literature,NA,0,NA,0,NA,1,DHSI and other digital humanities workshops and sessions on data visualization; also PhD digital lab at Duke,1,"When I was an undergraduate psychology major, statistics training and visualization (formal coursework and informal psychology group)",0
s51208,Humanities,no warning,B,734,12.233333333333333,NA,30,male,1,NA,7,U. Wash St. Louis,NA,NA,0,NA,0,NA,1,20 hours in a digital humanities workshop,0,read articles,0
s51209,Humanities,no warning,B,2651,44.18333333333333,NA,28,female,1,NA,7,UNC,6th year PhD student in English,6,0,NA,0,NA,1,I teach basic lessons on using data visualization in my introductory writing courses.,0,NA,0
s51210,Humanities,no warning,A,868,14.466666666666667,NA,23,female,1,NA,7,U. Wash St. Louis,2nd year PhD student in English and Comparative Literature,2,0,NA,0,NA,0,NA,0,NA,1
s51211,Humanities,warning,A,1508,25.133333333333333,right,33,male,2,icelandic,8,UNC,5th year PhD student in Renaissance culture and literature,5,0,NA,0,NA,1,I have taken a number of different 1 hour workshops on data visualization.,1,My only experience outside coursework is designing posters for museum exhibits.,0
s51212,Humanities,warning,B,1202,20.033333333333335,right,30,female,1,NA,7,U. Wash St. Louis,1st year MFA student in Creative Writing,1,0,NA,0,NA,0,NA,0,NA,1
s51213,Humanities,no warning,A,1834,30.566666666666666,NA,35,female,1,NA,8,Stanford,4th year PhD in History,4,0,NA,0,NA,0,NA,0,NA,1
s51214,Humanities,warning,A,1620,27,right,33,female,1,NA,8,UNC,"Masters in English, 7th Year PhD student in English",NA,0,NA,0,NA,0,NA,0,NA,1
s51215,Humanities,warning,B,1333,22.216666666666665,right,46,male,1,NA,8,Upenn,6th year PhD student in history,6,0,NA,0,NA,0,NA,1,NA,0
s51216,Humanities,no warning,B,761,12.683333333333334,NA,25,female,1,NA,7,UNC,3rd year phd student in history,3,0,NA,0,NA,0,NA,0,NA,1
s51217,Humanities,no warning,A,1569,26.15,NA,31,male,2,chinese,8,Brown University,2nd year PhD in History,2,0,NA,0,NA,0,NA,0,NA,1
s51218,Humanities,warning,B,907,15.116666666666667,right,30,female,2,polish,8,Harvard,PhD in History,NA,0,NA,0,NA,0,NA,0,NA,1
s51219,Humanities,no warning,B,851,14.183333333333334,NA,30,female,1,NA,8,U. Wash St. Louis,first year fiction student.,NA,0,NA,0,NA,0,NA,0,NA,1
s51220,Humanities,no warning,A,638,10.633333333333333,NA,29,male,1,NA,2,UC Berkeley,1st year student in English,1,0,NA,0,NA,0,NA,0,NA,1
s51221,Humanities,warning,A,1079,17.983333333333334,right,26,female,1,NA,7,U. Wash St. Louis,"2nd year PhD student in English, seeking a certificate in American Studies",2,0,NA,0,NA,0,NA,0,NA,1
s51222,Humanities,warning,B,1125,18.75,right,36,female,1,NA,8,UNC,1st year PhD student in history,1,0,NA,0,NA,0,NA,0,NA,1
s51223,Humanities,no warning,A,867,14.45,NA,36,female,1,NA,8,UNC,6th year PhD student in English,6,0,NA,0,NA,1,"I work with a librarian on a unit with my students on infographics. She comes and gives presentations once a semester, so I sit in on those.",0,"I took several statistics courses in college, but that was a decade and a half ago.",0
s51224,Humanities,warning,B,116620,1943.6666666666667,right,32,female,1,NA,7,UC Berkeley,1st year PhD in English. completed MA coursework but dissertation still under assessment,1,0,NA,0,NA,0,NA,0,NA,1
s51225,Humanities,no warning,B,808,13.466666666666667,NA,26,male,1,NA,8,Stanford,2nd year PhD student in English Literature,2,0,NA,0,NA,0,NA,0,NA,1
s51226,Humanities,warning,A,1981,33.016666666666666,right,30,female,1,NA,7,U. Wash St. Louis,6th year PhD in English Literature,6,0,NA,0,NA,0,NA,0,NA,1
s51227,Humanities,no warning,A,14033,233.88333333333333,NA,28,female,1,NA,7,John Hopkins,1st year PhD student in History,1,0,NA,0,NA,0,NA,0,NA,1
s51228,Humanities,warning,B,89187,1486.45,right,22,male,1,NA,6,UNC,1st year PhD student in History,1,0,NA,0,NA,0,NA,1,NA,0
s51229,Humanities,no warning,B,1618,26.966666666666665,NA,27,female,1,NA,8,UNC,6th year PhD candidate in history,6,0,NA,0,NA,0,NA,0,NA,1
s51230,Humanities,warning,B,2785,46.416666666666664,right,24,male,1,NA,6,John Hopkins,1st year PhD student in English,1,1,"It wasn't five years ago I realize, I lied.",0,NA,0,NA,1,NA,0
s51231,Humanities,no warning,A,925,15.416666666666666,NA,36,female,1,NA,8,UMichigan,4th year PhD student in English and Education,4,0,NA,0,NA,0,NA,0,NA,1
s51232,Humanities,warning,B,849,14.15,right,31,female,2,french,8,UMichigan,2nd year PhD student in History,2,0,NA,0,NA,0,NA,0,NA,1
s51233,Humanities,no warning,A,633,10.55,NA,30,female,1,NA,8,UMichigan,6th year PhD Candidate in English Lang & Lit (ABD),6,0,NA,0,NA,0,NA,0,NA,1
s51234,Humanities,warning,B,990,16.5,wrong,32,female,1,NA,8,UMichigan,8th year PhD Candidate in History,8,1,Workshops on data visualization.,1,"Worked in R Studio, various network analysis tools, QGIS, etc.",1,I've taken a number of workshops on digital media pedagogy and earned a certificate in it.,0,NA,0
s51235,Humanities,no warning,A,1455,24.25,NA,39,female,1,NA,8,UMichigan,Fourth year PhD in History,NA,0,NA,1,"Mostly working with mapping, arc GSI, social explorer",1,Twice I have taken 2 hour workshops run by the graduate library on data visualization and mapping,0,I haven't really had any training on this,0
s51236,Humanities,no warning,B,915,15.25,NA,27,female,1,NA,8,UMichigan,6th year PhD student in English,6,0,NA,0,NA,1,Took a week-long summer institute on data visualization using Javascript,1,Reading Franco Moretti,0
s51237,Humanities,no warning,B,1491,24.85,NA,25,female,1,NA,8,UMichigan,3rd year PhD student in English Language and Literature,3,0,NA,0,NA,1,"I took a one hour workshop on digital studies with my university's library, which involved some data visualization.",0,None.,0
s51238,Humanities,no warning,B,1046,17.433333333333334,NA,25,female,1,NA,7,UMichigan,2nd year MFA in creative writing,2,0,NA,0,NA,0,NA,0,NA,1
s51239,Humanities,warning,A,2219,36.983333333333334,right,32,male,1,NA,7,UMichigan,5th Year PhD in English Literature,5,0,NA,0,NA,0,NA,0,NA,1
s51240,Humanities,no warning,B,900,15,NA,32,female,1,NA,8,UMichigan,6th year PhD student in English,6,0,NA,0,NA,0,NA,0,NA,1
s51241,Humanities,warning,A,1005,16.75,right,23,female,1,NA,7,U. Wash St. Louis,1st year MFA student in Writing,1,0,NA,0,NA,0,NA,0,NA,1
s51242,Humanities,no warning,B,1489,24.816666666666666,NA,24,female,1,NA,8,UMichigan,Creative writing,NA,0,NA,0,NA,0,NA,0,NA,1
s51243,Humanities,warning,A,1219,20.316666666666666,right,25,female,1,NA,8,UMichigan,3rd year PhD student in English Language and literature,3,0,NA,0,NA,0,NA,0,NA,1
s51244,Humanities,no warning,B,2492,41.53333333333333,NA,33,female,1,NA,8,UNC,PhD candidate in English and Comparative literature,NA,0,NA,0,NA,0,NA,0,NA,1
s51245,Humanities,warning,B,1270,21.166666666666668,right,27,female,1,NA,7,UMichigan,2nd year MFA creative writing,2,0,NA,0,NA,0,NA,0,NA,1
s51246,Humanities,warning,B,5099,84.98333333333333,right,31,female,1,NA,8,UMichigan,2d year phd in history,2,0,NA,0,NA,0,NA,0,NA,1
s51247,Humanities,no warning,A,1192,19.866666666666667,NA,34,male,1,NA,8,UMichigan,5th year PhD student in History,5,0,NA,0,NA,0,NA,0,NA,1
s51248,Humanities,warning,A,1503,25.05,right,NA,male,1,NA,8,UMichigan,1St year PhD in English,1,0,NA,0,NA,0,NA,0,NA,1
s51249,Humanities,no warning,B,1113,18.55,NA,28,female,2,japanese,8,UMichigan,currently 2nd year PhD student in Comparative Literature,NA,0,NA,0,NA,0,NA,0,NA,1
s51250,Humanities,warning,A,8198,136.63333333333333,right,25,female,1,NA,7,UMichigan,1st year MFA student in creative writing,1,0,NA,0,NA,0,NA,0,NA,1
s51251,Humanities,warning,A,1278,21.3,right,27,female,2,korean,8,UMichigan,Masters Student in Creative Writing,NA,0,NA,0,NA,0,NA,0,NA,1
s51252,Humanities,warning,A,1207,20.116666666666667,right,26,female,1,NA,7,UMichigan,2nd Year PhD,2,0,NA,0,NA,0,NA,0,NA,1
s51253,Humanities,warning,B,1556,25.933333333333334,right,32,female,1,NA,8,UMichigan,"1 MFA in photography, 1 MFA in Creative Writing (poetry)",1,0,NA,0,NA,0,NA,0,NA,1
s51254,Humanities,no warning,B,1102,18.366666666666667,NA,27,female,1,NA,7,UMichigan,3rd year PhD student in History,3,0,NA,0,NA,0,NA,0,NA,1
s51255,Humanities,no warning,A,707,11.783333333333333,NA,23,male,2,turkish,7,UMichigan,1st year PhD student in history,1,1,1 semester of statistics in undergrad,0,NA,1,2 hour workshop for stata,0,n/a,0
s51256,Humanities,warning,A,1521,25.35,right,22,female,1,NA,7,UMichigan,"second-year MFA candidate (creative writing, poetry)",NA,0,NA,0,NA,0,NA,0,NA,1
s51257,Humanities,no warning,B,1419,23.65,NA,31,female,1,NA,8,UMichigan,5th year PhD student in History and Women's Studies,5,0,NA,0,NA,1,"2-4 hours workshops on data visualization for historians, esp using maps or text mining",1,Using census data and maps to illustrate presentations in history classes,0
